Date,Worker_Id,Shift_Id,Shift_Type,Start_Time,End_Time
Apr 20,14321,Day off,Day Off,,
Apr 20,14099,18:30-22:30,Night ,18:30,22:30
Apr 20,13595,9:30-17:30,Middle,09:30,17:30
Apr 20,12605,Day off,Day Off,,
Apr 20,14027,Day off,Day Off,,
Apr 20,14293,14:30-18:30,Middle,14:30,18:30
Feb 5,12627,Vacation,Vacation ,,
Apr 21,14190,9:30-17:30,Middle,09:30,17:30
Apr 21,14017,16:30-22:30,Night ,16:30,22:30
Apr 21,14321,14:30-19:30,Middle,14:30,19:30
Apr 21,14099,Day off,Day Off,,
Apr 21,13595,6:30-14:30,Morning,06:30,14:30
Apr 21,12605,Day off,Day Off,,
Apr 21,14027,Day off,Day Off,,
Apr 21,14293,18:00-22:30,Night ,18:00,22:30
Feb 16,12627,Vacation,Vacation ,,
Apr 22,14190,sick,Sick,sick,
Apr 22,14017,10:00-18:00,Middle,10:00,18:00
Apr 22,14321,6:30-10:30,Morning,06:30,10:30
Apr 22,14099,17:30-22:30,Night ,17:30,22:30
Apr 22,13595,6:30-14:30,Morning,06:30,14:30
Apr 22,12605,14:30-22:30,Night ,14:30,22:30
Apr 22,14027,exams,Exam,exams,
Apr 22,14293,10:30-17:30,Middle,10:30,17:30
Feb 17,12627,Vacation,Vacation ,,
Apr 23,14190,6:30-14:30,Morning,06:30,14:30
Apr 23,14017,Day off,Day Off,,
Apr 23,14321,12:30-19:30,Middle,12:30,19:30
Apr 23,14099,17:30-22:30,Night ,17:30,22:30
Apr 23,13595,vacation,Vacation ,,
Apr 23,12605,14:30-22:30,Night ,14:30,22:30
Apr 23,14027,9:30-15:30,Middle,09:30,15:30
Apr 23,14293,6:30-12:30,Morning,06:30,12:30
Feb 18,12627,Vacation,Vacation ,,
Apr 24,14190,14:30-22:30,Night ,14:30,22:30
Apr 24,14017,Day off,Day Off,,
Apr 24,14321,Day off,Day Off,,
Apr 24,14099,18:30-22:30,Night ,18:30,22:30
Apr 24,13595,Day off,Day Off,,
Apr 24,12605,9:30-17:30,Middle,09:30,17:30
Apr 24,14027,6:30-14:30,Morning,06:30,14:30
Apr 24,14293,14:30-19:30,Middle,14:30,19:30
Feb 19,12627,Vacation,Vacation ,,
Apr 25,14190,Day off,Day Off,,
Apr 25,14017,15:00-22:30,Night ,15:00,22:30
Apr 25,14321,15:00-19:00,Middle,15:00,19:00
Apr 25,14099,10:00-14:30,Middle,10:00,14:30
Apr 25,13595,Day off,Day Off,,
Apr 25,12605,7:00-15:00,Morning,07:00,15:00
Apr 25,14027,17:00-22:30,Night ,17:00,22:30
Apr 25,14293,Day off,Day Off,,
Feb 20,12627,Vacation,Vacation ,,
Apr 26,14190,Day off,Day Off,,
Apr 26,14017,9:30-15:30,Middle,09:30,15:30
Apr 26,14321,15:30-19:30,Middle,15:30,19:30
Apr 26,14099,Day off,Day Off,,
Apr 26,13595,14:30-22:30,Night ,14:30,22:30
Apr 26,12605,7:00-15:00,Morning,07:00,15:00
Apr 26,14027,18:00-22:30,Night ,18:00,22:30
Apr 26,14293,Day off,Day Off,,
Apr 6,12627,vacation,Vacation ,,
Apr 27,14190,Day off,Day Off,,
Apr 27,14017,15:00-23:00,Night ,15:00,23:00
Apr 27,14321,6:30-10:30,Morning,06:30,10:30
Apr 27,14099,18:30-23:00,Night ,18:30,23:00
Apr 27,13595,Day off,Day Off,,
Apr 27,12605,9:30-17:30,Middle,09:30,17:30
Apr 27,14027,10:30-18:30,Middle,10:30,18:30
Apr 27,14293,vacation,Vacation ,,
Apr 7,12627,vacation,Vacation ,,
Apr 28,14190,Day off,Day Off,,
Apr 28,14017,15:00-23:00,Night ,15:00,23:00
Apr 28,14321,6:30-14:30,Morning,06:30,14:30
Apr 28,14099,Day off,Day Off,,
Apr 28,13595,Day off,Day Off,,
Apr 28,12605,9:30-17:30,Middle,09:30,17:30
Apr 28,14027,15:00-23:00,Night ,15:00,23:00
Apr 28,14293,vacation,Vacation ,,
Apr 8,12627,vacation,Vacation ,,
Apr 29,14190,vacation,Vacation ,,
Apr 29,14017,Day off,Day Off,,
Apr 29,14321,9:30-17:30,Middle,09:30,17:30
Apr 29,14099,16:30-23:00,Night ,16:30,23:00
Apr 29,13595,6:30-14:30,Morning,06:30,14:30
Apr 29,12605,15:00-23:00,Night ,15:00,23:00
Apr 29,14027,Day off,Day Off,,
Apr 29,14293,vacation,Vacation ,,
Apr 9,12627,vacation,Vacation ,,
Apr 30,14190,15:00-23:00,Night ,15:00,23:00
Apr 30,14017,10:00-18:00,Middle,10:00,18:00
Apr 30,14321,6:30-14:30,Morning,06:30,14:30
Apr 30,14099,17:00-23:00,Night ,17:00,23:00
Apr 30,13595,6:30-14:30,Morning,06:30,14:30
Apr 30,12605,Day off,Day Off,,
Apr 30,14027,Day off,Day Off,,
Apr 30,14293,vacation,Vacation ,,
Apr 10,12627,vacation,Vacation ,,
May 1,14190,15:00-23:00,Night ,15:00,23:00
May 1,14017,Day off,Day Off,,
May 1,14321,9:30-17:30,Middle,09:30,17:30
May 1,14099,Day off,Day Off,,
May 1,13595,6:30-14:30,Morning,06:30,14:30
May 1,12605,Day off,Day Off,,
May 1,14027,17:00-23:00,Night ,17:00,23:00
May 1,14293,Vacation,Vacation ,,
May 1,12627,6:30-15:00,Morning,06:30,15:00
May 2,14190,10:00-18:00,Middle,10:00,18:00
May 2,14017,7:00-13:00,Morning,07:00,13:00
May 2,14321,Day off,Day Off,,
May 2,14099,18:00-23:00,Night ,18:00,23:00
May 2,13595,7:00-15:00,Morning,07:00,15:00
May 2,12605,15:00-23:00,Night ,15:00,23:00
May 2,14027,13:00-20:00,Middle,13:00,20:00
May 2,14293,Day off,Day Off,,
May 2,12627,Day off,Day Off,,
May 3,14190,7:00-15:00,Morning,07:00,15:00
May 3,14017,16:00-23:00,Night ,16:00,23:00
May 3,14321,Day off,Day Off,,
May 3,14099,18:00-23:00,Night ,18:00,23:00
May 3,13595,11:00-19:00,Middle,11:00,19:00
May 3,12605,10:00-18:00,Middle,10:00,18:00
May 3,14027,7:00-11:00,Morning,07:00,11:00
May 3,14293,Day off,Day Off,,
May 3,12627,Day off,Day Off,,
May 4,14190,,,,
May 4,14017,,,,
May 4,14321,,,,
May 4,14099,,,,
May 4,13595,,,,
May 4,12605,,,,
May 4,14027,,,,
May 4,14293,,,,
May 4,12627,,,,
May 5,14190,,,,
May 5,14017,,,,
May 5,14321,,,,
May 5,14099,,,,
May 5,13595,,,,
May 5,12605,,,,
May 5,14027,,,,
May 5,14293,,,,
May 5,12627,,,,
